id,artista,numero,musica,genero
407,Banda Calypso,06490,DANÇANDO CALYPSO,Desconhecido
408,Banda Calypso,33590,ENTRE TAPAS E BEIJOS,Desconhecido
409,Banda Calypso,07158,ISSO É CALYPSO,Desconhecido
410,Banda Calypso,01702,PERDOA,Desconhecido
411,Banda Calypso,07223,PRA TE ESQUECER,Desconhecido
412,Banda Calypso,07241,SE QUEBROU,Desconhecido
413,Banda Calypso,15360,"XONOU, XONOU",Desconhecido
414,Banda Calypso,30946,MEU ENCANTO,Desconhecido
415,Banda Calypso part. Daniel,33236,MINHA VIDA NÃO É VIDA SEM VOCÊ,Desconhecido
416,Banda Calypso part. Leonardo,07995,MAIS UMA CHANCE,Desconhecido
417,Banda Djavú,01259,ME LIBERA,Desconhecido
418,Banda Djavú,01300,TELEFONE,Desconhecido
419,Banda Djavú,31054,LÁBIOS DIVIDIDOS,Desconhecido
420,Banda Djavú,30765,RUBI,Desconhecido
421,Banda do Mar,33676,MAIS NINGUÉM,Desconhecido
422,Banda Eva,03823,ALÔ PAIXÃO,Desconhecido
423,Banda Eva,03607,BELEZA RARA,Desconhecido
424,Banda Eva,03465,COLEÇÃO,Desconhecido
425,Banda Eva,04106,DE LADINHO,Desconhecido
426,Banda Eva,33014,EVA,Desconhecido
427,Banda Eva,03920,LEVA EU,Desconhecido
428,Banda Eva,04002,LEVADA LOUCA,Desconhecido
429,Banda Eva,03371,ME ABRAÇA,Desconhecido
430,Banda Eva,03900,VEM MEU AMOR,Desconhecido
431,Banda Eva,09870,RUA 15,Desconhecido
432,Banda Kaçamba,15503,SAIA E BICICLETINHA,Desconhecido
433,Banda Luxúria,33346,VIDA MAIS OU MENOS,Desconhecido
434,Banda Magníficos,04303,AMOR ESCONDIDO,Desconhecido
435,Banda Magníficos,04025,APAIXONADA,Desconhecido
436,Banda Magníficos,03712,ME USA,Desconhecido
437,Banda Magníficos,03959,MEU TESÃO É VOCÊ,Desconhecido
438,Banda Magníficos,33735,CRISTAL QUEBRADO,Desconhecido
439,Banda Mel,03028,BATEU SAUDADE,Desconhecido
440,Banda Mel,03383,PREFIXO DE VERÃO,Desconhecido
441,Banda Musa do Calypso,33269,AGORA EU SEI,Desconhecido
442,Banda Musa do Calypso,33270,NAO SOU A ÚNICA,Desconhecido
443,Banda Musa do Calypso,33271,PODEM ATÉ NOS SEPARAR,Desconhecido
444,Banda Musa do Calypso,33272,SE ERA,Desconhecido
445,Banda Musa do Calypso,33273,UMA MULHER É IGUAL A UMA FLOR,Desconhecido
446,Banda Uó ft. Mr. Catra,15647,CATRACA,Desconhecido
447,Banda Vingadora,33768,A MINHA MÃE DEIXA,Desconhecido
448,Banda Vingadora,30100,CALCANHAR DE PREGO,Desconhecido
449,Banda Vingadora,33680,METRALHADORA,Desconhecido
450,Barão Vermelho,03511,BETE BALANÇO,Rock BR
451,Barão Vermelho,02809,MEUS BONS AMIGOS,Rock BR
452,Barão Vermelho,03890,O POETA ESTÁ VIVO,Rock BR
453,Barão Vermelho,30392,"PEDRA, FLOR E ESPINHO",Rock BR
454,Barão Vermelho,07211,PENSE E DANCE,Rock BR
455,Barão Vermelho,30179,POR QUE A GENTE É ASSIM,Rock BR
456,Barão Vermelho,04369,POR VOCÊ,Rock BR
457,Barão Vermelho,03223,PRO DIA NASCER FELIZ,Rock BR
458,Barão Vermelho,04010,PURO ÊXTASE,Rock BR
459,Barão Vermelho,01421,EU QUERIA TER UMA BOMBA,Rock BR
460,Barão Vermelho,33140,DECLARE GUERRA,Rock BR
461,Barões do Forró,30751,JÁ QUE ME ENSINOU A BEBER,Desconhecido
462,Barreirinho,31081,A FILHA DA VIZINHA,Desconhecido
463,Barrerito,30187,MORTO POR DENTRO,Desconhecido
464,Barrerito,33622,ONDE ESTÃO OS MEUS PASSOS,Desconhecido
465,Bartô Galeno,01775,NO TOCA-FITA DO MEU CARRO,Desconhecido
466,Bebel Gilberto,33016,SÓ DANÇO SAMBA,MPB/Romântico
467,Bebeto,30180,MENINA CAROLINA,Desconhecido
468,Belchior,07044,À PALO SECO,Desconhecido
469,Belchior,03921,MEDO DE AVIÃO,Desconhecido
470,Belchior,03854,PARALELAS,Desconhecido
471,Belchior,07267,TUDO OUTRA VEZ,Desconhecido
472,Belchior,01323,COMENTÁRIO A RESPEITO DE JOHN,Desconhecido
473,Belchior,03015,APENAS UM RAPAZ LATINO AMERICANO,Desconhecido
474,Belchior,15767,CORAÇÃO SELVAGEM,Desconhecido
475,Belmont e Amaraí,33225,MERCEDITA,Sertanejo (dupla presumida)
476,Belo,06012,DESAFIO,Desconhecido
477,Belo,09659,DESSE JEITO É RUIM PRA MIM,Desconhecido
478,Belo,06057,ETERNAMENTE,Desconhecido
479,Belo,07981,INTRIGA DA OPOSIÇÃO,Desconhecido
480,Belo,04499,TUA BOCA,Desconhecido
481,Belo,01023,PERFUME,Desconhecido
482,Belo,01399,REINVENTAR,Desconhecido
483,Belo e Neguinho da Beija-Flor,04042,NEGRA ÂNGELA,Sertanejo (dupla presumida)
484,Belo e Ornella di Santis,01182,AGENDA,Sertanejo (dupla presumida)
485,Benito Di Paula,01491,"AH, COMO EU AMEI",Desconhecido
486,Benito Di Paula,09385,"AMIGO SOL, AMIGO LUA",Desconhecido
487,Benito Di Paula,33080,BELEZA QUE É VOCÊ MULHER,Desconhecido
488,Benito Di Paula,03698,CHARLIE BROWN,Desconhecido
489,Benito Di Paula,04124,MULHER BRASILEIRA,Desconhecido
490,Benito Di Paula,06310,RETALHOS DE CETIM,Desconhecido
491,Benito Di Paula,04097,SE NÃO FOR AMOR,Desconhecido
492,Benito Di Paula,06477,TUDO ESTÁ NO SEU LUGAR,Desconhecido
493,Benito Di Paula,03777,VAI FICAR NA SAUDADE,Desconhecido
494,Beth Carvalho,03302,ANDANÇA,Samba/Pagode
495,Beth Carvalho,06055,COISINHA DO PAI,Samba/Pagode
496,Beth Carvalho,03296,VOU FESTEJAR,Samba/Pagode
497,Beth Carvalho e Zeca Pagodinho,30315,DOR DE AMOR,Samba/Pagode
498,Beto Barbosa,07047,ADOCICA,Desconhecido
499,Beto Barbosa,03153,MEU AMOR NÃO VÁ EMBORA,Desconhecido
500,Beto Barbosa,03485,PRETA,Desconhecido
501,Beto Barbosa,33899,VOCÊ ERROU MAIS DO QUE EU,Desconhecido
502,Beto Barbosa,03457,BEIJINHO NA BOCA,Desconhecido
503,Beto Guedes,06646,AMOR DE ÍNDIO,Desconhecido
504,Beto Guedes,06544,PAISAGEM DA JANELA,Desconhecido
505,Beto Guedes,03493,SOL DE PRIMAVERA,Desconhecido
506,Beto Guilherme,33371,AGENDA,Desconhecido
507,Bezerra da Silva,33598,CATATAU NERVOSO,Desconhecido
508,Bicho de Pé,06226,NOSSO XOTE,Desconhecido
509,Biel ft. Ludmilla,33923,MELHOR ASSIM,Pop/Funk BR
510,Biquini Cavadão,02829,DANI,Rock BR
511,Biquini Cavadão,03957,JANAINA,Rock BR
512,Biquini Cavadão,02873,QUANDO EU TE ENCONTRAR,Rock BR
513,Biquini Cavadão,06475,TÉDIO,Rock BR
514,Biquini Cavadão,03268,TIMIDEZ,Rock BR
515,Biquini Cavadão,03287,VENTO VENTANIA,Rock BR
516,Biquini Cavadão,15080,ZÉ NINGUÉM,Rock BR
517,"Bíquini Cavadão, Renato Russo, Suave",01096,MÚMIAS,Desconhecido
518,Biro do Cavaco,03570,JÉSSICA,Desconhecido
519,Blitz,06041,A DOIS PASSOS DO PARAÍSO,Desconhecido
520,Blitz,03132,MAIS UMA DE AMOR,Desconhecido
521,Blitz,03293,VOCÊ NÃO SOUBE ME AMAR,Desconhecido
522,Bokaloka,02908,DESENGANO,Desconhecido
523,Bokaloka,33611,DUAS PAIXÕES,Desconhecido
524,Bokaloka,33544,SHORTINHO SAINT TROPEZ,Desconhecido
525,Bom Balanço,30571,TIC BOM,Desconhecido
526,Bonde das Maravilhas,33018,AQUECIMENTO DAS MARAVILHAS,Desconhecido
527,Bonde do Forró,30183,AINDA QUEIMA A ESPERANÇA,Desconhecido
528,Bonde do Forró,30184,CUIDA DO NOSSO AMOR,Desconhecido
529,Bonde do Forró,33515,GAROTA DE PROGRAMA,Desconhecido
530,Bonde do Forró,30185,MARIANE,Desconhecido
531,Bonde do Forró,30188,RARIDADE,Desconhecido
532,Bonde do Forró,06738,NOS BARES DA CIDADE,Desconhecido
533,Bonde do Forró,01449,DEPOIS DAQUELE BEIJO,Desconhecido
534,Bonde do Maluco,09589,ABRE O SOM,Desconhecido
535,Bonde do Tigrão,30284,ATOLADINHA (BOLA DE FOGO),Desconhecido
536,Bonde do Tigrão,06053,CEROL NA MÃO,Desconhecido
537,Bonde do Tigrão,06105,O BAILE TODO,Desconhecido
538,Bonde do Tigrão,33454,MALHA FUNK,Desconhecido
539,Bonde dos Catchorros,33008,PERERECA SUICIDA,Desconhecido
540,Bonde Sertanejo,33703,POR TE AMAR DEMAIS,Desconhecido
541,Boyzinho o Rei da Bregadeira,33802,SOM DO SOLINHO,Desconhecido
542,Braga Boys,06036,A BOMBA,Desconhecido
543,Brenno e Matheus,33876,COICE DE MULA,Sertanejo (dupla presumida)
544,Br'oz,06672,PROMETIDA,Desconhecido
545,Bruna Karla,02444,ADVOGADO FIEL,Desconhecido
546,Bruna Karla,02431,QUANDO EU CHORAR,Desconhecido
547,Bruna Karla,02466,QUE BOM QUE VOCÊ CHEGOU,Desconhecido
548,Bruna Karla,02473,SOU HUMANO,Desconhecido
549,Bruna Viola,33898,VOCÊ NÃO SABE (QUERO VER),Desconhecido
550,Bruninho e Davi,30064,BEIJA-FLOR ME BEIJA,Sertanejo (dupla presumida)
551,Bruninho e Davi,15411,FICO COM VOCÊ,Sertanejo (dupla presumida)
552,Bruninho e Davi,33086,IMAGINA COM AS AMIGAS,Sertanejo (dupla presumida)
553,Bruninho e Davi,15775,ME LEVA AMOR,Sertanejo (dupla presumida)
554,Bruninho e Davi,15117,SE NAMORAR FOSSE BOM,Sertanejo (dupla presumida)
555,Bruninho e Davi,33022,SMIRNOFY,Sertanejo (dupla presumida)
556,Bruninho e Davi part. Gusttavo Lima,30444,FAIXA 3,Sertanejo
557,Bruninho e Davi part. Jorge e Mateus,15550,ONDE NASCE O SOL,Sertanejo
558,Bruninho e Davi part. Luan Santana,33968,E ESSA BOCA AÍ?,Sertanejo
559,Bruninho e Davi part. Michel Teló,02940,VAMOS MEXER,Sertanejo (dupla presumida)
560,Bruno & Marrone,33017,AGORA,Sertanejo
561,Bruno & Marrone,06844,APAZIGUAR,Sertanejo
562,Bruno & Marrone,06448,BIJUTERIA,Sertanejo
563,Bruno & Marrone,06899,CHORAM AS ROSAS,Sertanejo
564,Bruno & Marrone,06529,CREDO EM CRUZ AVE-MARIA,Sertanejo
565,Bruno & Marrone,06689,DEIXA,Sertanejo
566,Bruno & Marrone,06173,DORMI NA PRAÇA,Sertanejo
567,Bruno & Marrone,30212,FERIADO NACIONAL,Sertanejo
568,Bruno & Marrone,09458,FICAR POR FICAR,Sertanejo
569,Bruno & Marrone,06615,LIGAÇÃO URBANA,Sertanejo
570,Bruno & Marrone,33440,LIGUEI PRA DIZER QUE TE AMO,Sertanejo
571,Bruno & Marrone,06143,MEU JEITO DE SENTIR,Sertanejo
572,Bruno & Marrone,30222,PASSOU DA CONTA,Sertanejo
573,Bruno & Marrone,33025,PELA PORTA DA FRENTE,Sertanejo
574,Bruno & Marrone,07229,QUE PESCAR QUE NADA,Sertanejo
575,Bruno & Marrone,33026,STOP QUE ELA É TOP,Sertanejo
576,Bruno & Marrone,06678,VAI DAR NAMORO,Sertanejo
577,Bruno & Marrone,15199,VIDRO FUMÊ,Sertanejo
578,Bruno & Marrone,33028,VOU TE AMARRAR NA MINHA CAMA,Sertanejo
579,Bruno & Marrone,30251,A CULPA É SUA,Sertanejo
580,Bruno & Marrone,09379,ABAFA O CASO,Sertanejo
581,Bruno & Marrone,06322,ACORRENTADO EM VOCÊ,Sertanejo
582,Bruno & Marrone,04302,AGARRADA EM MIM,Sertanejo
583,Bruno & Marrone,06247,AMOR DE CARNAVAL,Sertanejo
584,Bruno & Marrone,30488,BAR SOLIDÃO,Sertanejo
585,Bruno & Marrone,09412,CASTELO DE AREIA,Sertanejo
586,Bruno & Marrone,30297,CHORÃO APAIXONADO,Sertanejo
587,Bruno & Marrone,30298,COMO EU TE AMO,Sertanejo
588,Bruno & Marrone,30299,CORAÇÃO DE PEDRA,Sertanejo
589,Bruno & Marrone,07582,DESIGUAIS,Sertanejo
590,Bruno & Marrone,30316,DOR E SAUDADE,Sertanejo
591,Bruno & Marrone,01250,DUAS VEZES VOCÊ,Sertanejo
592,Bruno & Marrone,33845,É PRA LÁ QUE EU VOU,Sertanejo
593,Bruno & Marrone,07120,ENTÃO PODE IR,Sertanejo
594,Bruno & Marrone,30515,ESQUECI,Sertanejo
595,Bruno & Marrone,33194,EU QUERO TER VOCÊ PRA MIM,Sertanejo
596,Bruno & Marrone,15109,FAVO DE MEL,Sertanejo
597,Bruno & Marrone,07368,FRUTO ESPECIAL,Sertanejo
598,Bruno & Marrone,30334,GOIÁS É MAIS,Sertanejo
599,Bruno & Marrone,30335,HOMEM DO MEU TEMPO,Sertanejo
600,Bruno & Marrone,06856,INEVITÁVEL,Sertanejo
601,Bruno & Marrone,15232,JÁ NAO SEI MAIS NADA,Sertanejo
602,Bruno & Marrone,30342,JURAS DE AMOR,Sertanejo
603,Bruno & Marrone,01456,LÁGRIMAS E VINHO,Sertanejo
604,Bruno & Marrone,07998,MARIANNE,Sertanejo
605,Bruno & Marrone,06541,MENINA,Sertanejo
606,Bruno & Marrone,30358,MEU PRESENTE É VOCÊ,Sertanejo
607,Bruno & Marrone,30366,NA CONTA DA LOUCURA,Sertanejo
608,Bruno & Marrone,09848,NAO FAZ MAIS ISSO COMIGO,Sertanejo
609,Bruno & Marrone,01172,NAO TENTE ME IMPEDIR,Sertanejo
610,Bruno & Marrone,30376,NOVA FLOR,Sertanejo
611,Bruno & Marrone,30377,O AMOR ESTÁ AQUI,Sertanejo
612,Bruno & Marrone,30382,O REBOLADO DA MORENA,Sertanejo
613,Bruno & Marrone,30542,PARABÉNS PRO NOSSO AMOR,Sertanejo
614,Bruno & Marrone,01436,PODE IR EMBORA,Sertanejo
615,Bruno & Marrone,07217,POR TE AMAR DEMAIS,Sertanejo
616,Bruno & Marrone,30394,POR UM GOLE A MAIS,Sertanejo
617,Bruno & Marrone,06232,POR UM MINUTO (ACÚSTICO),Sertanejo
618,Bruno & Marrone,09320,PRA NÃO MORRER DE AMOR,Sertanejo
619,Bruno & Marrone,30396,PRECISO AMAR DE NOVO,Sertanejo
620,Bruno & Marrone,06972,QUER CASAR COMIGO,Sertanejo
621,Bruno & Marrone,30402,RECAÍDA,Sertanejo
622,Bruno & Marrone,06790,SE NÃO TIVESSE IDO,Sertanejo
623,Bruno & Marrone,06751,SERÁ,Sertanejo
624,Bruno & Marrone,30562,SERÁ QUE VOCÊ ME ESQUECEU,Sertanejo
625,Bruno & Marrone,30436,SÓ SEI TE AMAR,Sertanejo
626,Bruno & Marrone,30416,SONHO LOUCO,Sertanejo
627,Bruno & Marrone,30565,SUA MELHOR VERSÃO,Sertanejo
628,Bruno & Marrone,30420,TÁ LIBERADO,Sertanejo
629,Bruno & Marrone,06837,TE AMAR FOI ILUSÃO,Sertanejo
630,Bruno & Marrone,01718,TENTATIVAS EM VAO,Sertanejo
631,Bruno & Marrone,30431,TRÂNSITO PARADO,Sertanejo
632,Bruno & Marrone,07723,VÊ SE TOMA JUIZO,Sertanejo
633,Bruno & Marrone,04300,VIDA VAZIA,Sertanejo
634,Bruno & Marrone & Chitãozinho e Xororó,30092,VOCÊ ME TROCOU,Sertanejo
635,Bruno & Marrone e Chitãozinho & Xororó,30247,VOCÊ ME TROCOU,Sertanejo
636,Bruno & Marrone part. Banda Calypso,06967,POR QUE CHORAS?,Sertanejo
637,Bruno & Marrone part. Edson e Hudson,09387,AMOR DE PING PONG,Sertanejo
638,Bruno & Marrone part. Edson e Hudson,01011,IMPREVISÍVEL,Sertanejo
639,Bruno e Barretto,33886,40 GRAUS DE AMOR,Sertanejo (dupla presumida)
640,Bruno e Barretto,30602,BÊBADO NO MÁXIMO,Sertanejo (dupla presumida)
641,Bruno e Barretto,33953,BRUTO E CARINHOSO,Sertanejo (dupla presumida)
642,Bruno e Barretto,30440,CÓPIA MAL FEITA,Sertanejo (dupla presumida)
643,Bruno e Barretto,33201,"FARRA, PINGA E FOGUETE",Sertanejo (dupla presumida)
644,Bruno e Barretto,33993,TÔ POUCO ME LIXANDO,Sertanejo (dupla presumida)
645,Bruno e Barretto part. Conrado e Aleksandro,33586,EU QUERO É ROLO,Sertanejo (dupla presumida)
646,Bruno e Marrone,30605,BEIJO DE VARANDA,Sertanejo
647,Bruno e Marrone,30947,A SOLIDÃO É UMA RESSACA,Sertanejo
648,Bruno e Marrone,01682,"AMIGA, AMANTE E NAMORADA",Sertanejo
649,Bruno e Marrone,06431,PROGRAMA DE FIM DE SEMANA,Sertanejo
650,Bruno e Marrone e Wesley Safadão,31055,ÚLTIMO BEIJO,Sertanejo
651,Bruno e Marrone ft. Jorge e Mateus,30878,SURTO DE AMOR,Sertanejo
652,Bruno Martini ft. Zeeba,30528,WITH ME,Desconhecido
653,Byafra,01385,LEÃO FERIDO,Desconhecido
654,Byafra,03973,RUA RAMALHETE,Desconhecido
655,Byafra,01538,SEU NOME,Desconhecido
656,Byafra,06435,SONHO DE ÍCARO,Desconhecido
657,Byafra,01579,UMA VEZ E NUNCA MAIS,Desconhecido
658,Cácio e Marcos,02843,AS MINA PIRA,Sertanejo (dupla presumida)
659,Cácio e Marcos,33029,TÁ DOIDONA,Sertanejo (dupla presumida)
660,Caetano Veloso,07487,A LUZ DE TIETA,MPB/Romântico
661,Caetano Veloso,15365,CAJUÍNA,MPB/Romântico
662,Caetano Veloso,02849,ECLIPSE OCULTO,MPB/Romântico
663,Caetano Veloso,03668,LUA DE SÃO JORGE,MPB/Romântico
664,Caetano Veloso,06142,MEIA LUA INTEIRA,MPB/Romântico
665,Caetano Veloso,09490,NÃO ENCHE,MPB/Romântico
666,Caetano Veloso,04286,O LEÃOZINHO,MPB/Romântico
667,Caetano Veloso,30197,O QUERERES,MPB/Romântico
668,Caetano Veloso,03587,ODARA,MPB/Romântico
669,Caetano Veloso,09530,SAMBA DE VERÃO,MPB/Romântico
670,Caetano Veloso,03246,SAMPA,MPB/Romântico
671,Caetano Veloso,30226,SÓ VOU GOSTAR DE QUEM GOSTA DE MIM,MPB/Romântico
672,Caetano Veloso,33896,UM ÍNDIO,MPB/Romântico
673,Caetano Veloso,03292,VOCÊ É LINDA,MPB/Romântico
674,Caetano Veloso,06679,VOCÊ NÃO ME ENSINOU A TE ESQUECER,MPB/Romântico
675,Caetano Veloso,03947,ALEGRIA ALEGRIA,MPB/Romântico
676,Caetano Veloso,03697,CARINHOSO,MPB/Romântico
677,Caetano Veloso,03070,É HOJE,MPB/Romântico
678,Caetano Veloso,04159,LUA E ESTRELA,MPB/Romântico
679,Caetano Veloso,33445,MENINO DO RIO,MPB/Romântico
680,Caetano Veloso,06305,PODRES PODERES,MPB/Romântico
681,Caetano Veloso,04134,SOZINHO,MPB/Romântico
682,Caetano Veloso,04057,TIGRESA,MPB/Romântico
683,Caetano Veloso e Gal Costa,03937,SORTE,MPB/Romântico
684,Calcinha Preta,33073,BALADA PRIME,Forró/Piseiro
685,Calcinha Preta,33661,"DOIS AMORES, DUAS PAIXÕES",Forró/Piseiro
686,Calcinha Preta,33846,E O VENTO LEVOU,Forró/Piseiro
687,Calcinha Preta,30250,FICA COMIGO,Forró/Piseiro
688,Calcinha Preta,30238,HOJE A NOITE,Forró/Piseiro
689,Calcinha Preta,33685,NA CAMA SÓ VAI DAR NÓS DOIS,Forró/Piseiro
690,Calcinha Preta,33031,NAO SE APAIXONE NAO,Forró/Piseiro
691,Calcinha Preta,30239,PAULINHA,Forró/Piseiro
692,Calcinha Preta,30240,TUTTI-FRUTTI,Forró/Piseiro
693,Calcinha Preta,30241,VENCEDOR,Forró/Piseiro
694,Calcinha Preta,01190,VOCÊ NÃO VALE NADA,Forró/Piseiro
695,Calcinha Preta,31076,AMANHECER,Forró/Piseiro
696,Calcinha Preta,01353,BEBO E CHORO,Forró/Piseiro
697,Calcinha Preta,02845,CENA DE NOVELA,Forró/Piseiro
698,Camila e Haniel part. Fernando e Sorocaba,33205,GELO NA BALADA,Sertanejo (dupla presumida)
699,Camisa de Vênus,06370,EU NÃO MATEI JOANA D'ARC,Desconhecido
700,Camisa de Vênus,09537,SÓ O FIM,Desconhecido
701,Cansei de Ser Sexy,09540,SUPERAFIM,Desconhecido
702,Capital Inicial,06445,A SUA MANEIRA,Rock BR
703,Capital Inicial,06090,CAI A NOITE,Rock BR
704,Capital Inicial,01584,EU VOU ESTAR,Rock BR
705,Capital Inicial,06372,FÁTIMA,Rock BR
706,Capital Inicial,07968,FOGO,Rock BR
707,Capital Inicial,04318,INDEPENDÊNCIA,Rock BR
708,Capital Inicial,15736,MELHOR DO QUE ONTEM,Rock BR
709,Capital Inicial,03165,MÚSICA URBANA,Rock BR
710,Capital Inicial,06785,NÃO OLHE PRA TRÁS,Rock BR
711,Capital Inicial,06069,NATASHA,Rock BR
712,Capital Inicial,06148,O PASSAGEIRO,Rock BR
713,Capital Inicial,01042,OLHOS VERMELHOS,Rock BR
714,Capital Inicial,06028,PRIMEIROS ERROS,Rock BR
715,Capital Inicial,30398,PSICOPATA,Rock BR
716,Capital Inicial,06874,RESPIRAR VOCÊ,Rock BR
717,Capital Inicial,15355,TUDO QUE VAI,Rock BR
718,Capital Inicial,06505,QUATRO VEZES VOCÊ,Rock BR
719,Capital Inicial ft. Seu Jorge,15959,VAI E VEM,Rock BR
720,Carinha de Anjo,30631,LINDO BALÃO AZUL,Desconhecido
721,Carlinhos Brown,03601,A NAMORADA,Desconhecido
722,Carlinhos Brown,30568,TANTINHO,Desconhecido
723,Carlos Alexandre,09372,CIGANINHA,Desconhecido
724,Carlos Alexandre,30244,FEITICEIRA,Desconhecido
725,Carlos Alexandre,30192,NOSSO AMOR VIROU UM LIXO,Desconhecido
726,Carlos Cezar e Cristiano,15931,CAMINHEIRO,Sertanejo (dupla presumida)
727,Carlos Dafé,07482,A CRUZ,Desconhecido
728,Carlos e Jader,33033,FESTA NA PISCINA,Sertanejo (dupla presumida)
729,Carlos e Jader,33034,ROLO DOIDO,Sertanejo (dupla presumida)
730,Carlos e Jader,30245,SOU FODA,Sertanejo (dupla presumida)
731,Carlos Gonzaga,03966,OH CAROL,Desconhecido
732,Carmem Miranda,33455,O QUE É QUE A BAIANA TEM,Desconhecido
733,Carmen Miranda,03817,TA-HÍ (PRA VOCÊ GOSTAR DE MIM),Desconhecido
734,Carmen Miranda,30233,TICO TICO NO FUBA,Desconhecido
735,Carmen Silva,07493,ADEUS SOLIDÃO,Desconhecido
736,Carmen Silva,33887,MEU VELHO PAI,Desconhecido
737,Carmen Silva,30409,SEGURA NA MÃO DE DEUS,Desconhecido
738,Carrapicho,30427,"TIC, TIC, TAC (BATE FORTE O TAMBOR)",Desconhecido
739,Carreiro e Capataz,33743,RECÉM ABANDONADO,Sertanejo (dupla presumida)
740,Carreiro e Capataz,33352,PROMESSA,Sertanejo (dupla presumida)
741,Cartola,03018,AS ROSAS NÃO FALAM,Desconhecido
742,Cartola,09854,O MUNDO É UM MOINHO,Desconhecido
743,Casa Worship,30948,A CASA É SUA,Gospel
744,Cascatinha e Inhana,33744,CASA VAZIA,Sertanejo (dupla presumida)
745,Cascatinha e Inhana,30018,COLCHA DE RETALHOS,Sertanejo (dupla presumida)
746,Cascatinha e Inhana,30017,ÍNDIA,Sertanejo (dupla presumida)
747,Cássia Eller,01522,ALL STAR,Desconhecido
748,Cássia Eller,30142,DE ESQUINA,Desconhecido
749,Cássia Eller,03661,E.C.T.,Desconhecido
750,Cássia Eller,03623,MALANDRAGEM,Desconhecido
751,Cássia Eller,33442,NON JE NE REGRETE RIEN,Desconhecido
752,Cássia Eller,33389,NÓS,Desconhecido
753,Cássia Eller,06343,O SEGUNDO SOL,Desconhecido
754,Cássia Eller,06708,PALAVRAS AO VENTO,Desconhecido
755,Cássia Eller,04168,POR ENQUANTO,Desconhecido
756,Cássia Eller,06317,TOP TOP,Desconhecido
757,Cássia Eller e Nando Reis,01740,RELICÁRIO,Sertanejo (dupla presumida)
758,Cassiane,33585,FESTA NO CÉU,Desconhecido
759,Cassiane,02461,MINHA BÊNÇÃO,Desconhecido
760,Cassiane,33552,RECOMPENSA,Desconhecido
761,Cassiane,30949,ARMA SECRETA,Desconhecido
762,Cassiane,07757,COM MUITO LOUVOR,Desconhecido
763,Cassiane,05613,HINO DA VITÓRIA,Desconhecido
764,Cassiano,30055,A LUA E EU,Desconhecido
765,Catedral,06215,EU AMO MAIS VOCÊ,Desconhecido
766,Catedral,33553,QUEM DISSE QUE O AMOR PODE ACABAR?,Desconhecido
767,Cauby Peixoto,04468,CONCEIÇÃO,Desconhecido
768,Cauby Peixoto,33079,BASTIDORES,Desconhecido
769,Cavaleiros do Forró,33633,AH VAGABUNDO,Desconhecido
770,Cavaleiros do Forró,15825,GELO NA BALADA,Desconhecido
771,Cavaleiros do Forró,33677,MAR DE DOÇURA,Desconhecido
772,Cavaleiros do Zodíaco,30655,PEGASUS FANTASY,Desconhecido
773,Cazuza,03312,CODINOME BEIJA-FLOR,Desconhecido
774,Cazuza,03095,EXAGERADO,Desconhecido
775,Cazuza,03099,FAZ PARTE DO MEU SHOW,Desconhecido
776,Cazuza,03364,IDEOLOGIA,Desconhecido
777,Cazuza,06230,O TEMPO NÃO PARA,Desconhecido
778,Cazuza,04454,QUASE UM SEGUNDO,Desconhecido
779,Cazuza,33543,SOLIDÃO QUE NADA,Desconhecido
780,Cazuza,04390,BRASIL,Desconhecido
781,Cazuza,03847,MAIOR ABANDONADO,Desconhecido
782,Cazuza,03377,O NOSSO AMOR A GENTE INVENTA,Desconhecido
783,Celly Campello,03026,BANHO DE LUA,Desconhecido
784,Celly Campello,03651,BROTO LEGAL,Desconhecido
785,Celly Campello,03085,ESTÚPIDO CUPIDO (STUPID CUPID),Desconhecido
786,César e Paulinho,33237,MORTO DE SAUDADE SUA,Sertanejo (dupla presumida)
787,César e Paulinho,01158,VOCÊ É TUDO QUE PEDI PRA DEUS,Sertanejo (dupla presumida)
788,César Menotti e Fabiano,30286,BÃO TAMÉM,Sertanejo (dupla presumida)
789,César Menotti e Fabiano,33942,CACHORRO DE RUA,Sertanejo (dupla presumida)
790,César Menotti e Fabiano,33465,CASO MARCADO,Sertanejo (dupla presumida)
791,César Menotti e Fabiano,09644,CIUMENTA,Sertanejo (dupla presumida)
792,César Menotti e Fabiano,03558,COMO UM ANJO,Sertanejo (dupla presumida)
793,César Menotti e Fabiano,30519,GABRIELA,Sertanejo (dupla presumida)
794,César Menotti e Fabiano,01556,LABIRINTOS,Sertanejo (dupla presumida)
795,César Menotti e Fabiano,07624,LEILÃO,Sertanejo (dupla presumida)
796,César Menotti e Fabiano,30346,LUGAR MELHOR QUE BH,Sertanejo (dupla presumida)
797,César Menotti e Fabiano,30349,ME APAIXONEI,Sertanejo (dupla presumida)
798,César Menotti e Fabiano,30388,PAIXÃO MINEIRA,Sertanejo (dupla presumida)
799,César Menotti e Fabiano,30389,PALAVRAS DE AMOR (CASO MARCADO),Sertanejo (dupla presumida)
800,César Menotti e Fabiano,01329,TARDE DEMAIS,Sertanejo (dupla presumida)
801,César Menotti e Fabiano,33720,TÔ MAL,Sertanejo (dupla presumida)
802,César Menotti e Fabiano,31099,NOVA YORK,Sertanejo (dupla presumida)
